image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_9_K2.jpg,103,10,233,140
user_9_K3.jpg,79,10,209,140
user_9_K4.jpg,98,25,218,145
user_9_K5.jpg,39,22,159,142
user_9_K6.jpg,29,22,149,142
user_9_K7.jpg,40,25,160,145
user_9_K8.jpg,29,22,149,142
user_9_K9.jpg,20,25,140,145
user_9_L0.jpg,184,49,294,159
user_9_L1.jpg,174,44,284,154
user_9_L2.jpg,184,47,294,157
user_9_L3.jpg,160,47,270,157
user_9_L4.jpg,158,47,268,157
user_9_L5.jpg,101,4,231,134
user_9_L6.jpg,111,16,241,146
user_9_L7.jpg,112,17,232,137
user_9_L8.jpg,115,17,235,137
user_9_L9.jpg,104,13,224,133
user_9_M0.jpg,138,60,228,150
user_9_M1.jpg,129,60,219,150
user_9_M2.jpg,134,64,224,154
user_9_M3.jpg,127,70,217,160
user_9_M4.jpg,125,66,215,156
user_9_M5.jpg,75,30,195,150
user_9_M6.jpg,68,27,188,147
user_9_M7.jpg,61,26,181,146
user_9_M8.jpg,74,29,194,149
user_9_M9.jpg,71,20,191,140
user_9_N0.jpg,138,62,248,172
user_9_N1.jpg,133,60,243,170
user_9_N2.jpg,140,58,250,168
user_9_N3.jpg,135,57,245,167
user_9_N4.jpg,139,60,249,170
user_9_N5.jpg,83,36,193,146
user_9_N6.jpg,76,33,186,143
user_9_N7.jpg,85,36,195,146
user_9_N8.jpg,66,28,176,138
user_9_N9.jpg,61,30,171,140
user_9_O0.jpg,145,39,235,129
user_9_O1.jpg,139,36,229,126
user_9_O2.jpg,129,36,219,126
user_9_O3.jpg,137,42,227,132
user_9_O4.jpg,127,39,217,129
user_9_O5.jpg,127,45,227,145
user_9_O6.jpg,114,41,214,141
user_9_O7.jpg,126,43,226,143
user_9_O8.jpg,117,39,217,139
user_9_O9.jpg,115,41,215,141
user_9_P0.jpg,117,104,207,194
user_9_P1.jpg,101,102,191,192
user_9_P2.jpg,110,105,200,195
user_9_P3.jpg,99,98,189,188
user_9_P4.jpg,104,113,194,203
user_9_P5.jpg,2,62,102,162
user_9_P6.jpg,16,62,116,162
user_9_P7.jpg,5,59,105,159
user_9_P8.jpg,6,71,106,171
user_9_P9.jpg,10,60,110,160
user_9_Q0.jpg,161,107,251,197
user_9_Q1.jpg,139,100,229,190
user_9_Q2.jpg,148,108,238,198
user_9_Q3.jpg,146,98,236,188
user_9_Q4.jpg,145,103,235,193
user_9_Q5.jpg,43,67,143,167
user_9_Q6.jpg,30,62,130,162
user_9_Q7.jpg,32,64,132,164
user_9_Q8.jpg,36,65,136,165
user_9_Q9.jpg,24,65,124,165
user_9_R0.jpg,150,54,250,154
user_9_R1.jpg,138,53,238,153
user_9_R2.jpg,156,57,256,157
user_9_R3.jpg,138,53,238,153
user_9_R4.jpg,152,57,252,157
user_9_R5.jpg,81,23,211,153
user_9_R6.jpg,69,26,189,146
user_9_R7.jpg,78,32,198,152
user_9_R8.jpg,66,28,186,148
user_9_R9.jpg,77,35,197,155
user_9_S0.jpg,160,90,240,170
user_9_S1.jpg,151,89,231,169
user_9_S2.jpg,167,90,247,170
user_9_S3.jpg,158,96,238,176
user_9_S4.jpg,164,96,244,176
user_9_S5.jpg,73,66,163,156
user_9_S6.jpg,61,62,151,152
user_9_S7.jpg,73,71,163,161
user_9_S8.jpg,61,67,151,157
user_9_S9.jpg,74,71,164,161
user_9_T0.jpg,191,68,291,168
user_9_T1.jpg,187,59,287,159
user_9_T2.jpg,200,63,300,163
user_9_T3.jpg,183,62,283,162
user_9_T4.jpg,190,65,290,165
user_9_T5.jpg,90,40,200,150
user_9_T6.jpg,88,33,198,143
user_9_T7.jpg,89,46,199,156
user_9_T8.jpg,72,39,182,149
user_9_T9.jpg,90,44,200,154
user_9_U0.jpg,174,57,294,177
user_9_U1.jpg,166,50,286,170
user_9_U2.jpg,176,60,296,180
user_9_U3.jpg,153,49,273,169
user_9_U4.jpg,167,56,287,176
user_9_U5.jpg,29,12,179,162
user_9_U6.jpg,38,7,188,157
user_9_U7.jpg,38,12,188,162
user_9_U8.jpg,60,20,200,160
user_9_U9.jpg,49,20,189,160
user_9_V0.jpg,170,44,300,174
user_9_V1.jpg,166,48,286,168
user_9_V2.jpg,158,47,278,167
user_9_V3.jpg,142,51,262,171
user_9_V4.jpg,155,54,275,174
user_9_V5.jpg,68,21,208,161
user_9_V6.jpg,53,20,193,160
user_9_V7.jpg,87,25,227,165
user_9_V8.jpg,64,22,204,162
user_9_V9.jpg,52,23,192,163
user_9_W0.jpg,113,29,253,169
user_9_W1.jpg,99,21,239,161
user_9_W2.jpg,121,17,261,157
user_9_W3.jpg,106,15,246,155
user_9_W4.jpg,136,23,276,163
user_9_W5.jpg,40,0,170,130
user_9_W6.jpg,30,1,160,131
user_9_W7.jpg,49,8,179,138
user_9_W8.jpg,30,13,160,143
user_9_W9.jpg,30,12,150,132
user_9_X0.jpg,152,43,262,153
user_9_X1.jpg,140,43,250,153
user_9_X2.jpg,155,49,265,159
user_9_X3.jpg,155,56,255,156
user_9_X4.jpg,152,52,252,152
user_9_X5.jpg,56,15,166,125
user_9_X6.jpg,65,22,175,132
user_9_X7.jpg,53,24,163,134
user_9_X8.jpg,68,28,178,138
user_9_X9.jpg,58,27,168,137
user_9_Y0.jpg,181,46,291,156
user_9_Y1.jpg,164,41,274,151
user_9_Y2.jpg,180,50,290,160
user_9_Y3.jpg,158,52,268,162
user_9_Y4.jpg,174,57,284,167
user_9_Y5.jpg,78,23,188,133
user_9_Y6.jpg,68,18,178,128
user_9_Y7.jpg,86,28,196,138
user_9_Y8.jpg,70,37,180,147
user_9_Y9.jpg,75,41,175,141
