image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_6_P1.jpg,55,107,155,207
user_6_P2.jpg,63,114,163,214
user_6_P3.jpg,44,114,144,214
user_6_P4.jpg,39,129,139,229
user_6_P5.jpg,51,101,161,211
user_6_P6.jpg,40,101,150,211
user_6_P7.jpg,45,111,155,221
user_6_P8.jpg,44,105,154,215
user_6_P9.jpg,37,115,147,225
user_6_Q0.jpg,159,116,249,206
user_6_Q1.jpg,150,113,240,203
user_6_Q2.jpg,156,120,246,210
user_6_Q3.jpg,144,115,234,205
user_6_Q4.jpg,145,123,235,213
user_6_Q5.jpg,122,104,222,204
user_6_Q6.jpg,138,103,238,203
user_6_Q7.jpg,116,102,216,202
user_6_Q8.jpg,135,111,235,211
user_6_Q9.jpg,125,109,225,209
user_6_R0.jpg,157,88,287,218
user_6_R1.jpg,140,83,270,213
user_6_R2.jpg,161,88,291,218
user_6_R3.jpg,150,98,280,228
user_6_R4.jpg,160,98,290,228
user_6_R5.jpg,170,53,310,193
user_6_R6.jpg,165,47,305,187
user_6_R7.jpg,167,56,307,196
user_6_R8.jpg,153,58,293,198
user_6_R9.jpg,163,62,303,202
user_6_S0.jpg,174,92,264,182
user_6_S1.jpg,162,92,252,182
user_6_S2.jpg,174,97,264,187
user_6_S3.jpg,172,93,262,183
user_6_S4.jpg,185,96,275,186
user_6_S5.jpg,148,87,258,197
user_6_S6.jpg,141,84,251,194
user_6_S7.jpg,151,91,261,201
user_6_S8.jpg,142,101,252,211
user_6_S9.jpg,146,112,246,212
user_6_T0.jpg,192,117,292,217
user_6_T1.jpg,176,112,276,212
user_6_T2.jpg,188,120,288,220
user_6_T3.jpg,183,115,283,215
user_6_T4.jpg,184,122,284,222
user_6_T5.jpg,190,85,290,185
user_6_T6.jpg,185,82,285,182
user_6_T7.jpg,202,92,302,192
user_6_T8.jpg,198,96,298,196
user_6_T9.jpg,203,99,303,199
user_6_U0.jpg,149,69,279,199
user_6_U1.jpg,137,73,267,203
user_6_U2.jpg,157,78,287,208
user_6_U3.jpg,139,74,269,204
user_6_U4.jpg,146,78,276,208
user_6_U5.jpg,157,82,287,212
user_6_U6.jpg,153,68,283,198
user_6_U7.jpg,154,83,284,213
user_6_U8.jpg,148,80,278,210
user_6_U9.jpg,139,83,269,213
user_6_V0.jpg,137,75,267,205
user_6_V1.jpg,131,71,261,201
user_6_V2.jpg,150,74,280,204
user_6_V3.jpg,139,85,269,215
user_6_V4.jpg,157,88,287,218
user_6_V5.jpg,158,47,298,187
user_6_V6.jpg,149,46,289,186
user_6_V7.jpg,167,55,307,195
user_6_V8.jpg,155,60,295,200
user_6_V9.jpg,163,65,303,205
user_6_W0.jpg,155,81,285,211
user_6_W1.jpg,131,74,261,204
user_6_W2.jpg,150,87,280,217
user_6_W3.jpg,135,83,265,213
user_6_W4.jpg,151,95,281,225
user_6_W5.jpg,149,49,289,189
user_6_W6.jpg,136,36,276,176
user_6_W7.jpg,149,57,289,197
user_6_W8.jpg,137,58,277,198
user_6_W9.jpg,143,62,283,202
user_6_X0.jpg,160,95,260,195
user_6_X1.jpg,146,87,246,187
user_6_X2.jpg,160,102,260,202
user_6_X3.jpg,150,95,250,195
user_6_X4.jpg,162,109,262,209
user_6_X5.jpg,131,72,261,202
user_6_X6.jpg,97,56,227,186
user_6_X7.jpg,131,60,261,190
user_6_X8.jpg,118,53,248,183
user_6_X9.jpg,140,68,270,198
user_6_Y0.jpg,158,83,288,213
user_6_Y1.jpg,134,79,264,209
user_6_Y2.jpg,149,84,279,214
user_6_Y3.jpg,132,84,262,214
user_6_Y4.jpg,142,89,272,219
user_6_Y5.jpg,161,66,291,196
user_6_Y6.jpg,140,61,270,191
user_6_Y7.jpg,160,64,290,194
user_6_Y8.jpg,142,61,272,191
user_6_Y9.jpg,158,71,288,201
