image,top_left_x,top_left_y,bottom_right_x,bottom_right_y
user_10_H0.jpg,151,35,271,155
user_10_H1.jpg,160,38,280,158
user_10_H2.jpg,170,40,290,160
user_10_H3.jpg,179,47,289,157
user_10_H4.jpg,182,51,292,161
user_10_H5.jpg,183,71,293,181
user_10_H6.jpg,172,70,282,180
user_10_H7.jpg,180,75,290,185
user_10_H8.jpg,160,75,270,185
user_10_H9.jpg,171,76,281,186
user_10_I0.jpg,192,44,302,154
user_10_I1.jpg,198,41,308,151
user_10_I2.jpg,199,56,309,166
user_10_I3.jpg,198,50,308,160
user_10_I4.jpg,201,67,311,177
user_10_I5.jpg,196,48,306,158
user_10_I6.jpg,187,48,297,158
user_10_I7.jpg,199,61,309,171
user_10_I8.jpg,204,65,304,165
user_10_I9.jpg,206,72,306,172
user_10_K0.jpg,110,13,270,173
user_10_K1.jpg,109,3,269,163
user_10_K2.jpg,132,0,282,150
user_10_K3.jpg,152,0,282,130
user_10_K4.jpg,149,3,279,133
user_10_K5.jpg,114,34,274,194
user_10_K6.jpg,99,23,259,183
user_10_K7.jpg,135,21,295,181
user_10_K8.jpg,123,6,283,166
user_10_K9.jpg,126,1,286,161
user_10_L0.jpg,177,37,307,167
user_10_L1.jpg,189,42,319,172
user_10_L2.jpg,178,40,308,170
user_10_L3.jpg,183,43,313,173
user_10_L4.jpg,164,43,294,173
user_10_L5.jpg,177,30,307,160
user_10_L6.jpg,172,29,302,159
user_10_L7.jpg,186,26,316,156
user_10_L8.jpg,179,36,309,166
user_10_L9.jpg,175,35,305,165
user_10_M0.jpg,194,71,284,161
user_10_M1.jpg,194,76,284,166
user_10_M2.jpg,193,76,283,166
user_10_M3.jpg,193,82,283,172
user_10_M4.jpg,190,84,280,174
user_10_M5.jpg,179,61,279,161
user_10_M6.jpg,171,60,271,160
user_10_M7.jpg,179,60,279,160
user_10_M8.jpg,170,58,270,158
user_10_M9.jpg,181,61,281,161
user_10_N0.jpg,179,68,279,168
user_10_N1.jpg,178,67,278,167
user_10_N2.jpg,180,67,280,167
user_10_N3.jpg,171,64,271,164
user_10_N4.jpg,182,69,282,169
user_10_N5.jpg,183,58,283,158
user_10_N6.jpg,179,58,279,158
user_10_N7.jpg,190,62,290,162
user_10_N8.jpg,184,71,284,171
user_10_N9.jpg,192,74,292,174
user_10_O0.jpg,171,37,291,157
user_10_O1.jpg,166,35,286,155
user_10_O2.jpg,175,34,295,154
user_10_O3.jpg,165,33,285,153
user_10_O4.jpg,177,38,297,158
user_10_O5.jpg,169,35,279,145
user_10_O6.jpg,157,41,267,151
user_10_O7.jpg,177,43,287,153
user_10_O8.jpg,177,52,277,152
user_10_O9.jpg,172,50,272,150
user_10_P0.jpg,72,44,202,174
user_10_P1.jpg,79,46,209,176
user_10_P2.jpg,70,44,200,174
user_10_P3.jpg,86,48,216,178
user_10_P4.jpg,79,46,209,176
user_10_P5.jpg,117,55,237,175
user_10_P6.jpg,122,53,242,173
user_10_P7.jpg,107,61,227,181
user_10_P8.jpg,121,50,241,170
user_10_P9.jpg,112,50,232,170
user_10_Q0.jpg,111,7,211,107
user_10_Q1.jpg,104,11,204,111
user_10_Q2.jpg,113,9,213,109
user_10_Q3.jpg,101,13,201,113
user_10_Q4.jpg,122,9,222,109
user_10_Q5.jpg,133,1,233,101
user_10_Q6.jpg,115,14,215,114
user_10_Q7.jpg,131,19,231,119
user_10_Q8.jpg,120,24,220,124
user_10_Q9.jpg,126,26,226,126
user_10_R0.jpg,150,31,280,161
user_10_R1.jpg,140,32,270,162
user_10_R2.jpg,153,32,283,162
user_10_R3.jpg,147,27,277,157
user_10_R4.jpg,148,34,278,164
user_10_R5.jpg,155,36,285,166
user_10_R6.jpg,147,30,277,160
user_10_R7.jpg,165,38,295,168
user_10_R8.jpg,167,37,297,167
user_10_R9.jpg,153,42,283,172
user_10_S0.jpg,129,61,249,181
user_10_S1.jpg,120,64,240,184
user_10_S2.jpg,165,55,255,145
user_10_S3.jpg,148,56,238,146
user_10_S4.jpg,161,60,251,150
user_10_S5.jpg,196,61,286,151
user_10_S6.jpg,183,57,273,147
user_10_S7.jpg,189,62,279,152
user_10_S8.jpg,177,67,267,157
user_10_S9.jpg,189,60,279,150
user_10_T0.jpg,161,60,271,170
user_10_T1.jpg,148,62,258,172
user_10_T2.jpg,162,65,272,175
user_10_T3.jpg,148,63,258,173
user_10_T4.jpg,155,59,265,169
user_10_T5.jpg,186,66,286,166
user_10_T6.jpg,177,67,277,167
user_10_T7.jpg,192,71,292,171
user_10_T8.jpg,181,76,281,176
user_10_T9.jpg,177,77,277,177
user_10_U0.jpg,169,39,299,169
user_10_U1.jpg,176,40,306,170
user_10_U2.jpg,165,42,295,172
user_10_U3.jpg,176,43,306,173
user_10_U4.jpg,165,38,295,168
user_10_U5.jpg,147,31,277,161
user_10_U6.jpg,147,23,277,153
user_10_U7.jpg,161,35,291,165
user_10_U8.jpg,145,29,275,159
user_10_U9.jpg,156,37,286,167
user_10_V0.jpg,152,27,292,167
user_10_V1.jpg,141,25,281,165
user_10_V2.jpg,155,30,295,170
user_10_V3.jpg,163,40,293,170
user_10_V4.jpg,160,48,290,178
user_10_V5.jpg,150,34,290,174
user_10_V6.jpg,139,37,279,177
user_10_V7.jpg,155,41,295,181
user_10_V8.jpg,148,37,288,177
user_10_V9.jpg,163,51,303,191
user_10_W0.jpg,131,46,291,206
user_10_W1.jpg,118,46,278,206
user_10_W2.jpg,135,37,295,197
user_10_W3.jpg,143,50,283,190
user_10_W4.jpg,146,44,286,184
user_10_W5.jpg,130,34,270,174
user_10_W6.jpg,119,33,259,173
user_10_W7.jpg,141,46,271,176
user_10_W8.jpg,134,47,264,177
user_10_W9.jpg,143,58,263,178
user_10_X0.jpg,159,62,269,172
user_10_X1.jpg,148,61,258,171
user_10_X2.jpg,170,64,280,174
user_10_X3.jpg,156,64,266,174
user_10_X4.jpg,167,70,277,180
user_10_X5.jpg,151,40,271,160
user_10_X6.jpg,147,43,257,153
user_10_X7.jpg,159,40,269,150
user_10_X8.jpg,146,46,256,156
user_10_X9.jpg,164,50,274,160
user_10_Y0.jpg,187,57,307,177
user_10_Y1.jpg,175,54,295,174
user_10_Y2.jpg,188,59,308,179
user_10_Y3.jpg,170,55,290,175
user_10_Y4.jpg,186,56,306,176
user_10_Y5.jpg,175,35,295,155
user_10_Y6.jpg,166,36,286,156
user_10_Y7.jpg,186,35,306,155
user_10_Y8.jpg,180,43,300,163
user_10_Y9.jpg,183,59,293,169
